method,env_name,n_agents,n_instances,mean_success_rate,std_success_rate,mean_runtime_res_ms,std_runtime_res_ms,mean_runtime_e2e_ms,std_runtime_e2e_ms,mean_soc_ratio_success,std_soc_ratio_success,mean_makespan_success,std_makespan_success,mean_phi_success,std_phi_success,timeout_ms
CR-PR,Narrow,2,1,1.0,0.0,1653.1957709999006,0.0,1824.890369999821,0.0,1.0,0.0,12.09,0.0,0.0,0.0,5000.0
